SourceFile,Keywords
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-199.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-200.jpg,"Custom Pools, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-201.jpg,"Custom Pools, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-202.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-203.jpg,"Custom Pools, Fire Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-204.jpg,Fire Feature
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-205.jpg,Fire Feature
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-206.jpg,"Fire Feature, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-207.jpg,"Fire Feature, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-208.jpg,"Custom Pools, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-209.jpg,"Custom Pools, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-210.jpg,"Custom Pools, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-211.jpg,"Landscape, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-212.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-213.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-214.jpg,"Fire Feature, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-215.jpg,"Fire Feature, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-216.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-217.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-218.jpg,"Fire Feature, Landscape, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-219.jpg,Fire Feature
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-220.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-221.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-222.jpg,"Custom Pools, Outdoor Kitchens"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-223.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-224.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-225.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-226.jpg,"Custom Pools, Fire Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-227.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-228.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-229.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-230.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-231.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-232.jpg,"Custom Pools, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-233.jpg,"Custom Pools, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-234.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-235.jpg,Custom Pools
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-236.jpg,"Custom Pools, Landscape, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-237.jpg,"Custom Pools, Landscape, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-238.jpg,"Custom Pools, Landscape, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-239.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-240.jpg,"Custom Pools, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-241.jpg,"Custom Pools, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-242.jpg,"Custom Pools, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-243.jpg,"Custom Pools, Landscape, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-244.jpg,"Custom Pools, Landscape, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-245.jpg,"Custom Pools, Fire Feature, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-246.jpg,"Custom Pools, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-247.jpg,"Custom Pools, Landscape, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-248.jpg,"Custom Pools, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-249.jpg,"Custom Pools, Landscape, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-250.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-251.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-252.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-253.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-254.jpg,"Fire Feature, Outdoor Kitchens"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-255.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-256.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-257.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-258.jpg,"Fire Feature, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-259.jpg,"Custom Pools, Fire Feature, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-260.jpg,"Custom Pools, Fire Feature, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-261.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-262.jpg,Custom Pools
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-263.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-264.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-265.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-266.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-267.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-268.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-269.jpg,"Outdoor Kitchens, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-270.jpg,"Outdoor Kitchens, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-271.jpg,"Outdoor Kitchens, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-272.jpg,"Custom Pools, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-273.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-274.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-275.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-276.jpg,"Outdoor Kitchens, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-277.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-278.jpg,"Outdoor Kitchens, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-279.jpg,Structures
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-280.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-281.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-282.jpg,"Custom Pools, Outdoor Kitchens, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-283.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-284.jpg,"Custom Pools, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-285.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-286.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-287.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-288.jpg,"Custom Pools, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-289.jpg,Custom Pools
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-290.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-291.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-292.jpg,"Custom Pools, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-293.jpg,Custom Pools
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-294.jpg,"Custom Pools, Outdoor Kitchens, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-295.jpg,"Custom Pools, Outdoor Kitchens, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-296.jpg,"Custom Pools, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-297.jpg,Custom Pools
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-298.jpg,Custom Pools
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-299.jpg,Structures
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-300.jpg,Custom Pools
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-301.jpg,Custom Pools
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-302.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-303.jpg,Structures
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-304.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-305.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-306.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-307.jpg,"Custom Pools, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-308.jpg,"Custom Pools, Geometric Pool, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-309.jpg,"Custom Pools, Geometric Pool, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-310.jpg,"Custom Pools, Geometric Pool, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-311.jpg,"Custom Pools, Geometric Pool, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-312.jpg,"Custom Pools, Geometric Pool, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-313.jpg,"Custom Pools, Geometric Pool, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-314.jpg,"Custom Pools, Geometric Pool, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-315.jpg,"Custom Pools, Geometric Pool, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-316.jpg,Landscape
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-317.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-318.jpg,"Custom Pools, Geometric Pool, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-319.jpg,"Custom Pools, Geometric Pool, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-320.jpg,"Custom Pools, Geometric Pool, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-321.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-322.jpg,"Custom Pools, Geometric Pool, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-323.jpg,"Custom Pools, Geometric Pool"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-324.jpg,"Custom Pools, Geometric Pool, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-325.jpg,"Custom Pools, Geometric Pool, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-326.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-327.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-328.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-329.jpg,Outdoor Kitchens
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-330.jpg,"Custom Pools, Geometric Pool, Landscape, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-331.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-332.jpg,"Custom Pools, Landscape, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-333.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-334.jpg,"Custom Pools, Geometric Pool, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-335.jpg,"Custom Pools, Geometric Pool"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-336.jpg,Custom Pools
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-337.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-338.jpg,Custom Pools
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-339.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-340.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-341.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-342.jpg,"Fire Feature, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-343.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-344.jpg,Custom Pools
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-345.jpg,"Custom Pools, Freeform Pool, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-346.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-347.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-348.jpg,"Custom Pools, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-349.jpg,"Custom Pools, Landscape, Structures"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-350.jpg,Structures
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-351.jpg,"Custom Pools, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-352.jpg,"Custom Pools, Landscape"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-353.jpg,"Custom Pools, Landscape, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-354.jpg,"Custom Pools, Structures, Water Feature"
/Users/davidmanzer/Documents/deserttropicspools/assets/images/gallery-images/desert-tropics-custom-pools-355.jpg,"Custom Pools, Geometric Pool"
